"relevance.w","endog.w","RMSE","RMSE1","COVERAGE","COVERAGE1","FMSC.BIAS","FMSC.RMSE","FMSC.COVERAGE","FMSC.CORRECT","GMM.BIC.BIAS","GMM.BIC.RMSE","GMM.BIC.COVERAGE","GMM.BIC.CORRECT","GMM.AIC.BIAS","GMM.AIC.RMSE","GMM.AIC.COVERAGE","GMM.AIC.CORRECT","GMM.HQ.BIAS","GMM.HQ.RMSE","GMM.HQ.COVERAGE","GMM.HQ.CORRECT","CC.BIC.BIAS","CC.BIC.RMSE","CC.BIC.COVERAGE","CC.BIC.CORRECT","CC.AIC.BIAS","CC.AIC.RMSE","CC.AIC.COVERAGE","CC.AIC.CORRECT","CC.HQ.BIAS","CC.HQ.RMSE","CC.HQ.COVERAGE","CC.HQ.CORRECT","CC.MSC.BIC.BIAS","CC.MSC.BIC.RMSE","CC.MSC.BIC.COVERAGE","CC.MSC.BIC.CORRECT","CC.MSC.AIC.BIAS","CC.MSC.AIC.RMSE","CC.MSC.AIC.COVERAGE","CC.MSC.AIC.CORRECT","CC.MSC.HQ.BIAS","CC.MSC.HQ.RMSE","CC.MSC.HQ.COVERAGE","CC.MSC.HQ.CORRECT","J.90.BIAS","J.90.RMSE","J.90.COVERAGE","J.90.CORRECT","J.95.BIAS","J.95.RMSE","J.95.COVERAGE","J.95.CORRECT"
0.6,0.05,0.192390170674096,0.817136328952106,0.9466,0.9971,0.218389106542139,0.414021046849309,0.918,0.8492,0.18255499424687,0.521509580478949,0.9352,0.9024,0.261405569187529,0.700997314702311,0.8878,0.7113,0.222888436045833,0.615192502547907,0.9154,0.8158,0.104768973383493,0.192375750003659,0.9466,0.9999,0.104706821178398,0.192390170674096,0.9466,1,0.104706821178398,0.192390170674096,0.9466,1,0.182617146451965,0.521504259791814,0.9352,0.9023,0.261405569187529,0.700997314702311,0.8878,0.7113,0.222888436045833,0.615192502547907,0.9154,0.8158,0.178226496398082,0.470528000035574,0.9395,0.8755,0.150656469271638,0.372097605373697,0.9471,0.936
0.7,0.05,0.165171219640838,0.788760236761067,0.9448,0.9951,0.198999680191696,0.389068709436449,0.9041,0.8485,0.155148832470858,0.477060964127272,0.9352,0.9082,0.2305195986628,0.692703975302657,0.8766,0.704,0.194008532952629,0.604685907818675,0.9098,0.8178,0.0895281909126605,0.165171219640838,0.9448,1,0.0895281909126605,0.165171219640838,0.9448,1,0.0895281909126605,0.165171219640838,0.9448,1,0.155148832470858,0.477060964127272,0.9352,0.9082,0.2305195986628,0.692703975302657,0.8766,0.704,0.194008532952629,0.604685907818675,0.9098,0.8178,0.154003655275599,0.416961590149068,0.9366,0.8782,0.132177207525955,0.344279350595379,0.9404,0.9335
0.8,0.05,0.142454332567103,0.884691660351267,0.9466,0.9968,0.178581191901631,0.36591515177862,0.8918,0.8523,0.141133428688357,0.530594024924234,0.9263,0.9019,0.206587167355683,0.70365463321991,0.8622,0.7082,0.174423664562553,0.648113165007885,0.8998,0.8132,0.0749276045932253,0.142454332567103,0.9466,1,0.0749276045932253,0.142454332567103,0.9466,1,0.0749276045932253,0.142454332567103,0.9466,1,0.141133428688357,0.530594024924234,0.9263,0.9019,0.206587167355683,0.70365463321991,0.8622,0.7082,0.174423664562553,0.648113165007885,0.8998,0.8132,0.139517217422816,0.416876058547846,0.9292,0.8813,0.112125119901176,0.333191632718903,0.9442,0.938
0.9,0.05,0.12628207351391,0.724786068897169,0.9408,0.9967,0.15863470227702,0.337324732199692,0.8808,0.8582,0.127802360863626,0.486192823386022,0.9155,0.9045,0.190676146025248,0.639141094748617,0.8451,0.7097,0.163786918856395,0.578990080355742,0.8763,0.8131,0.0631555162761667,0.12628207351391,0.9408,1,0.0631555162761667,0.12628207351391,0.9408,1,0.0631555162761667,0.12628207351391,0.9408,1,0.127802360863626,0.486192823386022,0.9155,0.9045,0.190676146025248,0.639141094748617,0.8451,0.7097,0.163786918856395,0.578990080355742,0.8763,0.8131,0.125052538050424,0.431587403380345,0.9199,0.8811,0.10291074628139,0.319209205326526,0.9335,0.9372
1,0.05,0.113904714816665,0.687819411522836,0.9441,0.9968,0.146336745662206,0.316968324469886,0.8749,0.8668,0.123222920908578,0.423857482168366,0.9083,0.9028,0.181779280327127,0.599507638719181,0.8211,0.7088,0.154120888987548,0.521513869679541,0.8615,0.8187,0.0570114748013105,0.113904714816665,0.9441,1,0.0570114748013105,0.113904714816665,0.9441,1,0.0570114748013105,0.113904714816665,0.9441,1,0.123222920908578,0.423857482168366,0.9083,0.9028,0.181779280327127,0.599507638719181,0.8211,0.7088,0.154120888987548,0.521513869679541,0.8615,0.8187,0.117211713536261,0.371705884747615,0.9175,0.8769,0.0926245685876261,0.286011114822121,0.9354,0.9338
1.1,0.05,0.103435763517284,0.672590291190672,0.9388,0.9961,0.128587411456249,0.290898130233874,0.8807,0.8771,0.102332976964847,0.453040749129272,0.9177,0.9063,0.157021598180739,0.592099874555425,0.8389,0.706,0.131428333731985,0.533868624668513,0.8799,0.8175,0.0525198380697366,0.103435763517284,0.9388,1,0.0525198380697366,0.103435763517284,0.9388,1,0.0525198380697366,0.103435763517284,0.9388,1,0.102332976964847,0.453040749129272,0.9177,0.9063,0.157021598180739,0.592099874555425,0.8389,0.706,0.131428333731985,0.533868624668513,0.8799,0.8175,0.103025394954895,0.413398528234435,0.9204,0.8783,0.0841672910939353,0.359900224038086,0.9318,0.9346
1.2,0.05,0.0953882025930211,0.606964802545959,0.9409,0.9974,0.112907332287766,0.260643612337333,0.8911,0.8844,0.0929366265420571,0.380760260665843,0.9198,0.9103,0.147237932070429,0.52904985675683,0.8391,0.7116,0.122164879922156,0.462882752796637,0.8771,0.824,0.0482292527294207,0.0953882025930211,0.9409,1,0.0482292527294207,0.0953882025930211,0.9409,1,0.0482292527294207,0.0953882025930211,0.9409,1,0.0929366265420571,0.380760260665843,0.9198,0.9103,0.147237932070429,0.52904985675683,0.8391,0.7116,0.122164879922156,0.462882752796637,0.8771,0.824,0.0935471128212337,0.333123188187858,0.9219,0.8832,0.0739867752888514,0.253583767958783,0.9368,0.9384
1.3,0.05,0.088548917248871,0.603012645544262,0.9377,0.9969,0.10688814892086,0.251928162320273,0.8778,0.8833,0.0917845938528549,0.382423110443873,0.9063,0.9084,0.134582450751656,0.5284928582328,0.8294,0.7079,0.113560031307809,0.462431889745497,0.8703,0.8184,0.0432454465917456,0.088548917248871,0.9377,1,0.0432454465917456,0.088548917248871,0.9377,1,0.0432454465917456,0.088548917248871,0.9377,1,0.0917845938528549,0.382423110443873,0.9063,0.9084,0.134582450751656,0.5284928582328,0.8294,0.7079,0.113560031307809,0.462431889745497,0.8703,0.8184,0.0906786474180948,0.341775402459664,0.9098,0.8778,0.0701494242809868,0.238202572139844,0.9308,0.938
0,0.1,0.871630759240189,0.967917890580104,0.9885,0.9959,0.501791432312644,0.83671863063383,0.9896,0.6769,0.497248545076051,0.912427651861634,0.9884,0.8892,0.497774694627774,0.960042107167348,0.9894,0.6976,0.494421126872492,0.938951178748907,0.989,0.7996,0.495955976488666,0.961285280988354,0.9933,0.0345,0.494984888430776,0.935308739383503,0.9901,0.1651,0.495671364183118,0.951865883126738,0.9911,0.0835,0.496954722921894,0.964079082942019,0.9933,0.032,0.495476115018885,0.962281701884777,0.9905,0.117,0.495901958431051,0.960760290931532,0.9915,0.0672,0.496535529628354,0.90053111597196,0.9885,0.8552,0.495892616090587,0.887937375485272,0.9883,0.9181
0.1,0.1,0.826799142858501,1.13717357295222,0.9892,0.997,0.554010583707137,0.798089931054313,0.989,0.8141,0.564307748598231,0.882522433254946,0.9886,0.9374,0.53060289055729,0.927162875101815,0.99,0.7815,0.544902241993967,0.908341490087275,0.9889,0.8721,0.499804895691604,1.10615966015119,0.9923,0.134,0.533589636054925,1.07836994696979,0.9903,0.3534,0.516434815121895,1.09020865763157,0.9906,0.243,0.492781462735297,1.11558024929652,0.9917,0.1239,0.502381628100736,1.12535893276368,0.9907,0.2665,0.499923354911126,1.1196307398116,0.9905,0.2058,0.568921187679313,0.849053751890441,0.9883,0.9004,0.578598360127484,0.838680691846096,0.9889,0.9501
0.2,0.1,0.643089167536582,0.959111652072874,0.9825,0.9961,0.480349601720164,0.652925026166338,0.9834,0.9044,0.478536915306061,0.754502471481744,0.9831,0.9408,0.477458152230996,0.895459708749049,0.9842,0.7775,0.482357508982533,0.832679874820132,0.9835,0.8719,0.480759711876902,0.809498079125694,0.9852,0.4397,0.482586871183964,0.70017495729994,0.9833,0.7129,0.481150022598415,0.754490192575548,0.984,0.5958,0.475353172563842,0.864594568175107,0.9847,0.4086,0.47442221154267,0.910287905982052,0.9841,0.5384,0.479008873504912,0.878917588529492,0.9848,0.51,0.479783695271753,0.725907821454591,0.9835,0.911,0.4820444320992,0.685559114337936,0.983,0.9562
0.3,0.1,0.462953531512451,0.948637847981391,0.9686,0.9968,0.389123813654153,0.527363849124663,0.9706,0.9152,0.37436085934417,0.648524130170058,0.9713,0.9294,0.393034427319516,0.824333604422944,0.9731,0.7483,0.381699430230173,0.750427968536404,0.9719,0.8521,0.376735103071743,0.594225642875242,0.9726,0.7825,0.364438595305974,0.505637349184831,0.9704,0.9332,0.368050722539483,0.546424948223291,0.9718,0.8793,0.388273678740099,0.730912120170419,0.9715,0.7238,0.39527533661258,0.83740234575224,0.9734,0.6982,0.387575864659913,0.783402824809332,0.9722,0.747,0.377424743046172,0.604949738945971,0.9714,0.8933,0.368177571109548,0.560866732332078,0.9706,0.9454
0.4,0.1,0.358227167549202,0.926919507111132,0.9575,0.997,0.335769230735557,0.472397639391485,0.9634,0.8982,0.309664439997112,0.644360421575812,0.9614,0.9185,0.362857737846024,0.830633399629071,0.9646,0.7261,0.335497829573081,0.754186703225617,0.9645,0.836,0.284836010229897,0.382968992268192,0.9594,0.9553,0.276550775852338,0.361696506629839,0.9577,0.9918,0.278879728484776,0.366361351976069,0.9584,0.9812,0.317852557234641,0.654978981224259,0.9629,0.8765,0.363549005851828,0.831036980233764,0.9645,0.7196,0.337638540583582,0.755772629283225,0.9647,0.8196,0.308987653861078,0.613895431363137,0.9628,0.8903,0.294056254417731,0.554198265193133,0.9601,0.9426
0.5,0.1,0.288071540211085,0.862815817040524,0.9538,0.996,0.290581323212227,0.433531246119376,0.9512,0.8917,0.267332829643601,0.566517054688478,0.9542,0.9141,0.323651697525908,0.742002351589972,0.9436,0.7247,0.297413073635434,0.668782207855883,0.9498,0.8306,0.219539817418783,0.292454014954436,0.9542,0.9961,0.219029048618855,0.288102950788691,0.9538,0.9998,0.21915072819762,0.289139136898909,0.9539,0.9985,0.267802677461137,0.567300987965629,0.9544,0.9107,0.323676150139426,0.74199552081396,0.9436,0.7246,0.297736065022642,0.669002765810726,0.9496,0.8293,0.270394659952769,0.511570273127283,0.9555,0.884,0.248180697805874,0.43596566909872,0.9551,0.9419
0.6,0.1,0.240720533673919,0.884454469269396,0.9431,0.997,0.258308192045175,0.404323291854699,0.9375,0.8841,0.239606149714506,0.597972794004669,0.9426,0.9121,0.293673004806176,0.78518087738935,0.9223,0.7192,0.268482477450774,0.697908100367846,0.9314,0.8289,0.181070294753906,0.240937594008759,0.9431,0.9999,0.181008851423726,0.240720533673919,0.9431,1,0.181008851423726,0.240720533673919,0.9431,1,0.239667593044687,0.598060206437503,0.9426,0.912,0.293673004806176,0.78518087738935,0.9223,0.7192,0.268482477450774,0.697908100367846,0.9314,0.8289,0.23645644378077,0.556027771064225,0.9454,0.8847,0.209079125591531,0.479030447055565,0.9467,0.9432
